X,X14.3.3_beta,X14.3.3_epsilon_Caution,X14.3.3_zeta,X4E.BP1,X4E.BP1_pS65,X4E.BP1_pT37_T46,X4E.BP1_pT70,X53BP1,A.Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl.a.Tubulin..Lys40._Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha.Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin.1,Annexin_VII,AR,ASNS,ATM,B.Raf_Caution,B.Raf_pS445,Bad_pS112,Bak_Caution,Bap1.c.4,Bax,Bcl.2,Bcl.xL,Beclin_Caution,beta.Catenin,beta.Catenin_pT41_S45,beta.Actin_Caution,Bid_Caution,Bim.CST2933.,Bim.EP1036.,BRCA2_Caution,c.Jun_pS73,c.Kit,c.Met_Caution,c.Met_pY1235,c.Myc_Caution,C.Raf.BD610151._Caution,C.Raf.MP05.739.,C.Raf_pS338,Caspase.7_cleavedD198_Caution,Caspase.8_Caution,Caveolin.1,CD20._Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin.7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di.Ras3_Caution,DJ.1,Dvl3,E.Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER.alpha,ER.alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS.1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK.3.BETA_Caution,GSK3.alpha.beta,GSK3.alpha.beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4.BetIHC.00108._Caution,MEK1,MEK1_pS217_S221,MIG.6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin.IIa.pS1943,N.Cadherin,N.Ras,NDRG1_pT346,NF.kB.p65_pS536_Caution,NF2_Caution,Notch1,P.Cadherin_Caution,p14.Arf.BetA300.340A._Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38.alpha.MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62.Lck.ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI.1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K.p110.alpha_Caution,PI3K.p85,PKC.alpha,PKC.alpha_pS657_Caution,PKC.delta_pS664,PKC.pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1.2.3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP.2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5.alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB.1,YB.1_pS102
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.195874,-0.147455,0.184994,0.38352,0.236733,0.713706,0.473442,0.120071,-0.145966,0.432068,0.399121,-0.646398,-0.09104,0.102623,-0.645421,-0.176465,-0.259715,-0.703641,-0.219765,0.112131,-0.083097,0.028629,-0.094258,2.766703,0.44462,1.78758,1.237398,0.139895,0.153417,0.239731,-0.436816,0.742895,-0.32933,-0.066982,-2.078267,-0.077664,-1.123607,-0.041712,2.441401,2.10488,-0.244676,0,-0.138489,-0.138982,0.038289,0.659216,0.703913,0.333415,-0.049299,0.894364,0.525003,-2.272343,0.080818,0.178082,-0.777663,-0.150271,1.195108,0.402016,0.334936,0.091493,-0.039665,-0.790198,-0.100988,0.765304,-0.225386,-0.172291,0.050759,0.105607,0.233235,0.256814,-1.490855,0.325954,0.097462,-1.309902,-0.973456,-0.10268,0.401277,0.722842,0.49493,0.017521,-0.087041,-1.091473,-0.103145,0.737693,-1.117039,0.839825,0.805,0.002312,-0.724317,-0.692826,-1.634823,1.308512,-0.723187,0.185508,-0.042359,-0.360459,-0.133622,-1.742503,-0.759125,-0.342408,0.152279,-0.153886,-0.225075,-0.951074,0.021006,0.059262,0.108383,0,-0.570869,0.200161,0.758427,-1.446331,-0.565894,0.231638,0.084402,-0.749498,0.07065,0.106618,0.304468,0.088609,-0.490378,-0.271738,-0.030678,0.18112,0.025194,0.024221,0.17232,0.089948,-0.605391,-0.84504,-0.367519,3.879763,0.155511,0.57245,-0.060348,3.348607,0.023542,0.041914,-0.306457,-0.371853,-0.808184,0.764167,-0.007192,-1.106997,-0.114428,-0.652595,-0.753016,0.791042,-1.418993,0.301192,-0.66532,0.188365,0.291732,-0.318661,-0.040686,0.044069,-0.337993,-0.638824,-1.163254,-0.141823,-0.820554,-0.373864,0.14404,0.193459,-0.192322,0.539559,1.184776,-0.160529,-0.100236,0.603458,-0.155381,-0.044712,0.602197,0.464017,0.224248,0.269214,-1.224837,-0.437393,0.37325,0.475633,-0.012909,0.395801,-0.162158,-0.459889,0.047634,1.242057,-0.06625,0.25112,-0.045633,-1.138925,1.10346,0.107074,-0.0678,0.009492,0.366983,0.325814,-1.241334,-0.467731,-0.195198,-0.05973,-0.374966,-0.599978,0.07961,-0.028949,0.237247,5.196093,-2.873349,-2.016824,0.179443,0.104109,-1.155768,-3.325006,0.084047,-0.291937
HUH7_LIVER,-0.035122,0.041164,-0.090895,0.073285,0.654245,0.552176,-0.068679,0.166968,-0.262245,0.253096,-0.217153,-0.319715,-0.171384,-0.644416,-0.900005,1.090015,0.388273,0.149868,0.009438,0.043301,-0.556978,-0.808369,-0.059307,-0.302555,-0.622756,0.69179,0.305996,0.015792,0.019095,-0.115795,0.195271,-0.385967,0.853803,-0.048824,0.87621,0.044544,0.245447,-0.133092,0.549787,0.598867,0.355229,0.3512,-0.179663,-0.09897,-0.103332,-0.068318,0.030469,-0.070873,-0.147628,0.102139,-0.093392,-1.295269,-0.066248,0.118313,0.169507,0.415682,-0.123444,-0.143281,0.343927,0.279345,-0.40418,0.153331,-0.079178,0.469354,0.25756,-0.221998,-0.403653,-0.235681,-0.127504,0.077447,1.261007,1.305577,0.057604,0.854937,0.157573,0.113792,-0.195538,0.001332,0.027231,0.034878,0.001174,0.421879,0.189076,0.511385,2.252855,0.425251,-0.050394,-0.005394,-0.229876,-0.70654,0.11526,-0.499849,-0.138895,-0.119481,-0.308969,-0.177241,0.130461,0.731149,0.314949,0.941965,0.127844,0.264575,-0.255346,0.274437,-0.740481,0.398202,0.107732,-0.204817,0.214447,-1.122392,-0.19077,0.208159,0.132488,-0.206444,0.289539,0.781805,0.667751,-0.323496,-0.373076,-0.58083,-0.862192,-0.073088,1.005281,0.979971,0.832603,-0.29692,0.77819,-0.297373,0.056199,-0.039723,-0.317339,1.52489,-0.239927,-0.149226,-0.008064,0.085729,0.181282,0.080546,-0.320862,1.514486,0.30123,-0.028427,0.703353,-0.2691,-0.021192,0.767256,0.809655,0.005103,0.622081,0.160307,-0.633017,-0.123347,-0.217855,-0.093355,1.476543,-0.243458,-0.340103,-0.273586,-0.710418,0.075466,0.61929,-0.204352,0.265143,0.365818,-0.075989,0.023738,-0.204084,-0.169205,-0.247945,-0.319946,-0.62226,0.024604,-0.257891,0.11558,-0.001905,0.248024,-0.411002,1.306634,1.118477,0.429472,-0.022109,-0.002374,-0.249031,-0.166562,0.105988,-0.112702,-0.250674,-0.227094,1.232419,-0.411159,-0.093116,0.255554,-0.525492,-0.143437,-0.266838,-0.264839,-2.306486,0.128732,0.675564,-0.047616,-0.113448,-0.437523,0.564573,-0.332096,-0.051267,0.070352,0.736547,0.95059,-0.248307,-0.016032,0.304984,0.72247,0.690869,1.212511
KMRC20_KIDNEY,-0.164759,-0.214841,0.36345,-0.176681,0.674857,0.146108,-0.09194,1.201982,-0.280154,-0.165259,-0.150352,-0.19593,-0.19322,-0.116802,-1.007292,-0.559146,0.072229,0.653428,0.389763,-0.260389,0.34251,0.86182,0.344319,0.141782,-0.572363,0.590882,0.319981,0.309941,0.146281,-0.229713,0.106029,0.970503,0.791453,-0.082144,1.549707,-0.149354,0.135369,-0.113903,0.899285,0.739129,-0.01263,-0.048568,-0.386295,0.375517,-0.073782,-0.153381,-0.623658,-0.574043,-0.258469,0.394599,0.218682,2.582308,-0.154093,-0.12635,-0.704484,0.197361,-0.119899,-0.122668,-0.189031,0.0475,0.056016,-0.223415,0.015245,0.0313,0.034975,-0.257845,-0.324869,-0.126089,0.382184,0.213647,-0.67763,-0.151905,-0.582704,1.737742,0.661679,0.128571,0.285655,0.707616,0.156669,0.094665,-0.02772,0.42113,0.733021,-1.084368,3.14768,0.541355,-0.09885,0.0624,0.302021,1.963429,0.739909,0.127165,-0.130209,-0.587722,-0.33278,-0.058754,-0.288254,0.807436,0.126565,-0.443544,-0.009556,0.395097,-0.214458,-0.861239,-1.088439,0.120868,0.088501,0.260969,0.388129,-0.141435,-0.030876,0.463102,0.518266,-0.093679,0.276178,0.010437,0.09646,-0.179751,-0.324782,0,-0.786614,0.01013,1.928474,2.008735,1.150092,-0.297326,1.693724,0.810928,1.148568,0.611312,0.263836,-0.654917,-0.161145,-0.104116,-0.039538,-0.00141,-0.031372,0.061957,0.06497,-0.628986,3.334647,0,1.564037,-0.372987,0.17965,0.258232,3.301692,-0.172701,0.444979,0.370166,-0.824651,-0.097743,-0.099236,0.69222,1.772426,-0.469581,-0.263763,0.485471,0.604216,-0.054696,-0.287244,0.184136,-0.204258,0.364627,0.368258,0.308763,0.074757,-0.430152,0.575963,-0.277899,-0.502222,-0.180382,-0.325123,0.574566,-0.590846,-0.032507,-0.499567,1.336043,1.125102,-0.166681,-0.10532,-0.270929,0.735,0.351931,-0.020791,0.172166,0.472644,-0.29828,0.033678,-0.335688,-0.023306,-0.651862,-0.361025,0.047433,-0.397955,-0.301191,-0.600599,0.742258,0.231335,0.005476,-0.03064,-0.157601,1.373943,0.020687,-0.152497,-0.97389,0.663071,1.171705,-0.552846,-0.176598,0.36659,0.924358,0.936776,0.639249
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.075312,0.003858,0.370015,0.323084,0.865209,0.459436,0.356576,0.184694,-0.225374,-0.901578,-1.601319,-1.321141,0.142487,0.430315,-1.18589,-0.934087,-0.768087,-0.336485,-0.385057,-0.54071,-0.253073,-0.241221,-0.20758,0.55599,-0.772785,0.880814,0.466672,0.169332,0.092498,0.619004,1.408874,-0.179104,0.063071,0.439131,-2.109253,-0.098291,0.47604,-0.140869,-2.31755,-1.327731,-0.203976,0.289798,-0.244052,0.028613,0.100144,0.322118,0.92406,0.400551,-0.06163,3.048115,1.683696,-2.042074,-0.05535,-0.101493,-0.644268,1.371885,0.0593,-0.218741,-0.161329,-0.113007,0.208871,-0.520635,-0.165186,1.377168,0.010082,0.040482,-0.02901,-0.037277,0.137319,-0.217272,-0.178438,1.838708,0.27575,-1.181273,1.196305,-0.064343,0.131188,0.476343,-0.122445,0.049439,0.110365,0.237661,0.96498,-0.732153,-1.767331,0.324994,-0.458716,-0.275478,0.65476,-0.480081,-0.162802,2.107101,0.464647,0.022229,0.46729,-0.064074,-0.110497,-0.194405,0.305094,-0.333413,0.720029,-0.266356,0.263739,-0.614419,-0.078335,-0.239872,0.340401,0.544316,0.374269,-0.05886,0.591414,-0.520461,0.774419,1.074475,-1.298316,-0.098884,-0.225615,-0.173095,-0.262438,-0.241513,-0.70993,-0.172139,0.236758,0.291208,-0.067718,-0.190589,0.017229,0.034773,0.232244,1.028031,0.014167,0.621907,0.899571,0.156484,0.336517,0.124768,0.799477,0.956977,-0.627472,-0.294949,1.3932,0.597737,0.125055,-0.638045,-0.136033,-0.826517,-0.852001,1.042118,-0.687642,0.742269,-0.366862,0.083177,0.171791,0.290087,1.697183,0.175418,0.742372,-0.736194,-1.819557,-0.072625,-0.226331,-0.082152,-0.408736,0.15496,-1.037203,-0.368754,0.584187,-0.12035,0.346006,0.257313,-0.303934,-0.431104,-0.423539,0.306988,-0.236577,0.089795,-0.641532,1.46548,1.658127,0.443868,-0.134385,0.63152,2.22855,2.043136,-0.308118,0.168312,-0.183292,-0.157893,-0.077064,-1.556371,2.64769,-2.490368,-1.034096,3.601279,1.322417,-0.073563,0.088506,-0.063034,0.530605,0.1833,0.045209,-0.392802,1.093587,0.11858,0.208931,4.952307,-1.452821,-0.226948,0.236225,-0.011935,-0.788684,-2.177369,0.452185,0.059618
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.23393,-0.212656,0.032612,0.888113,0.30718,0.973485,0.437776,-0.282679,-0.321678,0.701194,0.388658,-0.922411,-0.027649,-0.114392,-0.437395,-1.376433,-0.438534,-1.120066,0.417172,1.059655,-1.496326,0.002556,-0.385697,-1.001781,-0.53769,0.169022,-0.150321,0.644541,0.045721,0.450129,0.343932,0.857562,1.10625,0.191146,-2.61811,-0.175249,-0.721362,0.031915,1.438014,1.153386,-0.275044,0.075016,2.070392,-0.285892,0.005303,0.078805,0.689686,0.665828,0.161174,-0.084948,-0.061277,-3.669078,0.312214,1.681879,-0.209272,-0.719307,0.899865,0.144073,0.663405,0.210256,-0.321915,-0.509731,-0.005033,-0.479515,0.638168,-0.710232,-0.166533,-0.245317,0.67592,-0.231036,-1.341182,1.334455,0.009284,-1.248723,0.119554,0.000421,0.256965,0.521273,-0.274185,0.075321,0.026409,0.220259,1.239857,0.121679,-0.331539,-0.244398,0.023138,-0.012362,0.435301,-0.235568,0.810708,0.874142,-0.58089,-0.599066,-0.248748,-0.208319,-0.318616,-0.77898,0.010017,-0.822664,0.05975,-0.191028,-0.206499,0.701837,-0.276793,-0.639304,1.766547,1.520481,0.10259,0.382102,1.653877,-1.616836,1.13182,-0.12479,0.306197,-0.340925,-0.235057,-0.225037,0.137376,1.040656,0.509945,0.13984,0.3073,0.301582,0.270449,-0.270781,-0.771727,-0.493901,-0.17865,0.54474,-0.490607,-0.364228,0.171223,-0.152266,-0.107636,0.86218,0.730778,1.323696,1.984631,0.919174,-1.53324,0.10333,-0.368281,1.087137,0.230243,-0.866954,-0.765788,-0.258373,-0.001789,-0.469074,1.123861,-0.550438,-0.783354,-0.239487,2.538805,-0.129739,0.489422,-1.531851,-2.314997,0.932068,1.513514,0.52819,-0.226718,0.274215,-0.27946,0.697756,-0.020852,-0.595758,-0.032704,-0.054788,0.556046,0.995508,1.736335,0.087654,0.002187,-0.217452,1.43824,-0.592682,-1.093031,-0.243543,-0.047909,-0.047659,1.40745,1.851832,-0.041657,-0.394518,0.295239,0.097129,-0.233163,-0.224475,2.118292,0.04928,1.130033,2.977168,4.486288,-0.000933,4.186713,-0.193941,1.505428,-0.740643,2.052239,-0.072356,0.607402,-0.48405,-0.463847,5.833021,-1.794523,-2.14006,0.241007,-0.105067,-1.454239,-3.022894,-0.000595,0.070327
CAL12T_LUNG,0.040481,0.236728,0.68538,-0.096483,-1.145622,-1.612279,-0.564077,0.656782,0.508754,-0.335242,-0.135679,0.0375,0.000849,0.11247,-0.433987,-1.077818,-0.71362,0.865085,0.244726,-0.225942,1.428854,1.167916,-0.038981,-0.950243,-0.388704,-0.807022,-1.096539,-0.064579,0.521866,-0.430691,-0.245213,-0.091557,0.087511,0.472303,0.694902,0.185299,0.196661,0.301941,1.467509,1.275471,0.68597,-0.123109,-0.28995,0.11119,0.040711,-0.006079,-0.80849,-0.753289,-0.257304,0.295634,-0.375709,2.385101,0.156179,0.413775,2.783487,0.053734,-0.647567,-0.436495,-0.100406,0.115682,0.067344,4.19412,1.034646,-1.341518,0.662705,0.808582,-0.205854,0.03717,-0.381191,0.465818,4.115901,-0.557137,0.383233,1.161037,0.629948,-0.031409,0.002503,-0.839962,0.094135,-0.28813,0.088395,1.162001,-0.315478,0.122498,2.414975,-1.498556,0.257549,-0.330943,0.178112,2.940106,-0.71691,-0.677472,1.47321,0.250336,0.005451,-0.882012,-0.598725,0.473126,0.525485,1.257408,0.137183,0.058708,0.113662,-0.210366,0.535034,-0.369803,0.006059,0.164177,-0.35231,0.145523,-0.009087,0.549277,-0.679382,0.151925,-0.350407,-0.2463,0.905306,0.108102,-0.310633,-0.400217,-0.143522,-0.438675,0.574326,-0.041772,-0.486957,0.219312,0.098459,-0.273916,-0.558755,1.546495,1.057051,-0.204273,0.273281,-0.065393,0.224361,-0.123747,-0.210439,-0.442578,-0.409044,1.822996,0.335179,-0.597848,-0.970622,0.279668,-0.126918,-0.371859,-0.865418,-0.025568,0.545941,0.026784,0.284801,-0.194124,-0.227456,0.470729,-0.093005,0.062743,-0.112788,-0.820795,-1.073535,-0.42427,-1.299795,-0.288358,0.246663,-0.479098,0.374611,-0.066191,-0.540992,1.714868,0.151553,-0.417445,-0.170182,-0.498916,-1.030038,-0.238788,0.291808,-0.200806,0.300589,-2.044775,-2.528598,3.443262,2.552134,-0.112423,0.329632,0.21663,0.510307,0.045818,0.339486,0.216662,-0.02481,-0.085399,-0.15592,-0.046908,-0.049504,0.653161,-0.851747,-0.048774,-1.25395,-0.078445,0.046653,0.170635,2.716101,0.043277,-0.264531,-0.362412,-0.500705,0.521451,2.557099,1.151209,-0.084178,-0.184184,1.0383,2.135698,0.750872,-0.531575
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.369291,0.126528,0.072496,0.404334,-0.240602,-0.007539,0.267435,-0.447006,-0.228201,-0.215587,-0.534647,-0.850956,0.18431,-0.17033,0.647799,-0.042394,0.762612,-1.350868,0.015138,0.221214,-0.429904,-0.565622,1.656562,-2.527133,0.584778,0.409703,0.089265,0.219512,-0.224088,0.251216,0.457345,2.312806,0.0975,0.203498,-3.152039,-0.443145,0.877132,-0.121238,0.40603,0.329312,-0.487037,0.361634,1.370335,-0.346988,-0.077675,0.47056,0.412861,0.915241,0.861256,-0.49939,0.003821,-4.131457,0.208915,1.912615,-1.061643,-0.690832,-0.267939,0.320131,0.415139,-0.436259,-0.278316,-0.381845,0.262668,-0.056816,0.140577,-0.417727,0.077211,-0.301412,0.369338,0.299771,-1.65185,0.659362,0.34604,-0.449085,-1.073687,-0.15597,0.258972,0.370887,-0.501453,-0.182667,-0.111407,0.588381,0.605784,-0.213476,-1.18611,-0.184851,0.33843,0.064931,0.426295,0.521412,1.537573,-0.906636,-0.539586,-0.904003,-0.323387,0.495281,0.286421,-0.710614,-0.511964,-0.292429,-0.049298,0.506698,-0.43135,0.620755,-0.530626,-0.340904,0.779123,1.390881,0.942855,-0.051258,1.25384,-0.404172,0.152954,0.808756,0.129098,0.597873,-0.312337,-0.253624,-0.403936,0.189407,0.12945,0.264333,0.184953,0.750387,0.191031,-0.150189,0.139719,0.424135,0.284458,1.256887,-0.498509,0.084012,0.353245,-0.28824,-0.177798,-0.004247,0.844455,1.216086,0.616841,-0.766638,-1.243226,0.33717,-0.644018,0.80739,0.305065,0.744582,-1.186574,-0.042456,-0.284441,-0.359489,0.473978,0.474578,0.533893,-0.052556,2.537277,-0.93004,1.673915,0.800602,0.732081,1.47254,2.026609,-0.220116,-0.300712,-0.064416,-0.47882,1.994986,-0.667347,-0.954401,0.082291,-0.155758,0.317164,0.258329,0.229629,0.28772,-0.143113,-0.118921,1.00841,-0.306296,-1.093352,-0.295893,-0.208769,-0.217034,-0.546269,-0.647086,-0.537961,-0.588042,0.138241,-0.322332,0.029216,-0.49899,1.876216,-0.62111,0.35923,-0.456254,1.238642,0.190788,5.622876,-0.239283,-2.209518,-0.652395,-0.209477,-0.121261,0.28588,0.042853,0.321314,6.139707,-1.952179,0.957106,0.924439,-0.232657,-1.390324,-3.293337,-0.034442,-0.046716
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.054054,0.18036,-0.189003,0.119249,0.144318,0.35603,-0.015677,-0.626867,-0.172562,0.214113,0.738881,-0.141473,0.528516,0.562168,-0.128711,-1.168076,-0.863833,-0.609041,-0.579529,-0.039397,-1.161203,0.100799,0.077269,0.296521,0.533349,0.516238,0.196396,-0.131514,0.081779,-0.134023,0.31492,0.007295,-0.625182,0.226769,-3.42722,-0.073833,-1.007964,-0.012759,1.926617,1.697412,-0.116703,0.201843,0.180139,0.169028,0.083786,0.108878,0.980174,0.739808,0.22252,2.063909,0.514951,-2.438847,0.080423,0.668653,-0.144923,-0.193026,-0.660045,-0.115668,0.148222,0.181939,0.123595,-0.115016,-0.261137,-0.956372,-0.144476,0.844275,-0.316511,0.226027,0.345218,-0.515164,-0.369874,0.091608,-0.059711,-1.134542,-0.501347,-0.004411,0.367995,0.357875,0.523264,0.175751,0.401984,-3.0599,-0.483628,1.374088,-0.412787,-0.966157,0.179944,-0.225478,-0.497018,-0.141716,-1.583662,-0.136646,0.262246,-0.253132,-0.441481,-0.895214,-1.051145,-1.354847,-0.510189,-0.03415,0.003497,0.056616,0.378388,-0.390168,0.459296,-0.190652,-0.216022,0.050766,-0.385463,-0.596255,0.503367,-0.888409,0.322108,0.795812,0.8027,-0.353895,-0.182546,0.194083,-0.289851,-0.902822,0.126665,0.216588,0.083975,-1.102576,-0.188218,0.428497,0.225088,-0.542001,-0.109363,0.158501,-0.048976,-0.605818,0.470627,0.548042,0.425792,1.545918,0.370873,0.515987,0.027948,0.024013,-0.268011,0.77572,0.937058,0.233391,0.090806,-0.45021,-0.262959,0.226513,-1.564079,-0.444705,0.762161,0.02285,-0.112218,-0.39733,-0.008812,0.066119,-0.381508,-0.867017,-1.19173,0.019289,-0.451904,-0.931876,0.231247,-0.151514,0.648267,0.306026,0.633445,0.163273,0.000118,-0.577488,0.267355,-0.219296,-1.316313,0.093825,-0.42927,-0.11304,0.424366,0.284424,0.60005,0.148441,0.059587,0.341871,0.036493,0.482989,0.001558,-0.142005,-0.207769,0.260649,0.132625,-0.030969,-0.304503,0.209984,0.791162,1.444522,-0.516683,0.117602,-0.548132,-0.255024,1.091267,-0.209653,-0.329451,-0.048474,-0.228002,0.235437,-0.127951,0.578895,-3.40453,-1.298862,0.032554,-0.197163,-0.783374,-2.791858,-0.048419,-0.267284
SKNSH_AUTONOMIC_GANGLIA,-0.198202,-0.06594,-0.591491,-0.033345,0.494638,0.380694,0.199672,0.213257,-0.282959,-0.292449,-0.271756,0.862321,-0.08193,0.058198,0.635603,0.727507,0.399177,-0.129794,-0.234337,-0.121121,0.068913,-0.433223,-0.124757,-0.137055,0.343927,-0.122878,0.026847,-0.023236,0.005451,-0.023306,0.280746,0.590337,-0.571183,-0.125068,-0.115996,-0.154247,1.0118,-0.228025,-0.722741,-0.514239,-0.148788,0.814984,-0.180424,-0.130287,0.007216,0.16662,-0.195446,0.157407,0.034082,-0.450827,-0.26736,1.901126,-0.165207,-0.018358,1.17521,0.199907,-0.128044,-0.124281,-0.704604,-0.113265,0.182683,-0.531899,0.199129,0.148983,0.419017,0.047115,-0.100624,0.026699,-0.236307,0.257429,-0.47688,0.000103,0.10522,0.202762,-0.386065,-0.119746,-0.119343,0.639993,-0.162998,0.035435,-0.189535,-0.321441,-0.249308,-0.210294,1.66739,0.097355,-0.192291,-0.23421,0.573764,0.527519,1.0781,-0.986365,0.414904,0.20824,-0.033954,0.237699,0.281521,-0.996348,-0.508656,-0.410486,0.086734,0.450297,-0.05948,1.353445,-0.267774,0.10654,0.206653,-0.188866,-0.23511,-0.518248,-0.458147,0.522312,-0.163875,0.267353,-0.021804,0.372215,0.438783,-0.09107,0.195115,0.247834,-0.231148,0.04332,0.232557,0.735971,0.34313,-0.208519,0.089597,0.907761,0.307159,0.090592,0.069441,-0.94373,1.215963,-0.095451,-0.03195,-0.071062,-0.282945,-0.436818,-0.352802,-0.384642,-0.640542,0.086534,0.495762,-0.461081,0.068448,0.183048,4.869893,0.01096,0.434814,-0.195024,-0.397104,0.024996,0.157636,0.433601,-0.304632,0.127298,-0.388797,1.411726,1.738924,0.349542,0.19821,-0.066265,-0.242856,0.422461,-0.36383,0.140156,0.739374,-0.398525,-0.192553,0.138224,0.01663,0.294406,1.014222,-0.357645,-0.185391,0.151817,-0.497111,1.229139,0.745217,-0.314259,0.86339,-0.212924,-0.211623,0.144342,-0.404243,0.185181,-0.186811,-0.077904,0.935781,0.083629,-0.05312,-0.001895,0.619036,-0.018893,-0.553302,-0.124288,-2.950118,0.154251,-1.132279,-0.094154,0.349114,0.314327,-0.297137,0.414827,0.348498,-1.125613,0.250529,-1.796185,0.111342,-0.205195,0.24938,0.770701,0.020387,0.097523
LUDLU1_LUNG,0.067676,-0.080611,0.000941,-0.724477,-0.278565,-0.25008,-0.330786,0.687599,0.088319,0.260104,0.555554,0.338258,-0.080168,0.842101,-0.2526,-1.607353,-0.960353,0.726331,-0.138576,-0.452057,0.661026,0.116428,0.923669,0.205734,0.081747,-0.485851,-0.409991,-0.30235,0.005385,0.403364,-0.499725,-0.17554,-0.202584,-0.012151,0.888999,0.087347,0.388087,0.093792,1.016308,0.806883,0.070841,0.127533,0.059086,-0.110138,0.053343,1.071925,-0.432342,-0.567366,0.114937,-0.131875,-0.087092,2.777019,-0.020293,0.086107,0.661791,-0.262102,0.148632,0.100216,0.020949,0.140753,-0.248167,1.336111,0.312877,1.281898,-0.231824,-0.476667,-0.074501,0.084823,-0.661234,0.239004,3.859829,-0.633063,-0.361724,1.62269,0.853351,0.083902,-0.240236,0.215396,-0.073376,-0.066693,-0.257051,-0.666112,-0.166335,0.162858,-0.27978,0.983085,-0.137303,-0.160592,0.519949,2.541314,-0.806183,0.177732,-0.266693,-0.286983,-0.3845,-1.125143,-1.275186,-0.449382,0.161259,0.004782,-0.017723,0.059219,0.21772,0.577267,0.113615,0.190445,-0.678309,-0.210257,-0.44389,0.123578,0.766111,-0.06382,-0.111192,-0.221558,0.469699,0.270711,-0.091047,0.097081,0.282411,0.142176,-0.207223,-0.265206,0.237894,0.541568,-0.496892,-0.067712,0.161159,-0.764286,-0.506757,-0.353934,1.423459,-0.70995,-0.399534,-0.069916,0.135978,0.061674,-0.041753,-0.107099,-0.142013,1.552699,0.292759,-0.285315,-0.598394,0.042202,-0.026589,-0.004133,3.576763,0.208494,-0.031229,0.433606,-1.338419,-0.281828,-0.320598,-0.360036,-0.149683,-0.123122,-0.160566,-0.283536,-0.340058,-0.248537,-0.810904,0.922862,0.123804,0.049251,-0.115757,-0.451248,-0.121561,2.125749,0.197669,0.277439,-0.078494,0.523551,0.449402,0.319234,0.275071,0.018952,0.106428,-2.179591,-2.032214,0.349746,0.393941,0.387757,0.776551,0.083231,0.292047,0.192409,0.027859,0.036877,-0.009309,0.630686,-0.527541,-0.07442,0.124596,0.197864,-0.304037,-0.174412,2.378671,0.4566,0.94221,-0.228371,0.131822,-0.130475,-0.253243,-1.035012,-0.435493,-0.265209,0.294489,4.865018,-0.323747,0.02585,-0.067839,-0.09801,0.041164,0.075331
